"A","Bilanca odhodkov","",""
"402","Izdatki za blago in storitve","300000 327949 327718 109,2 99,9",""
"5020","Jedrska varnost","154588 164554 162332 105,0 98,7",""
"402","Izdatki za blago in storitve","154588 164554 162332 105,0 98,7",""
"7818","Radiološka varnost","147974 152844 151519 102,4 99,1",""
"402","Izdatki za blago in storitve","147974 152844 151519 102,4 99,1",""
"7911","Projekt EURANOS FI6R - CT 2004 - tuja donacija","10594 20346 14282 134,8 70,2",""
"402","Izdatki za blago in storitve","10594 17346 12631 119,2 72,8",""
"420","Nakup in gradnja osnovnih sredstev","0 3000 1651 - 55,0",""
"7712","Stvarno premoženje - sredstva kupnine od prodaje državnega premoženja","0 1502 1502 - 100,0",""
"402","Izdatki za blago in storitve","0 1502 1502 - 100,0",""
"402","Izdatki za blago in storitve","0 465 436 - 93,7",""
"2522","Inšpektorat RS za okolje in prostor","6350087 6807354 6784938 106,9 99,7",""
"16","PROSTORSKO PLANIRANJE IN STANOVANJSKO KOMUNALNA DEJAVNOST","6350087 6807354 6784938 106,9 99,7",""
"1602","Prostorsko in podeželsko planiranje in administracija","6350087 6807354 6784938 106,9 99,7",""
"16022504","Nadzor nad prostorom, onesnaževanjem okolja in narave","6350087 6807354 6784938 106,9 99,7",""
"5981","Plače","5250441 5448338 5429368 103,4 99,7",""
"400","Plače in drugi izdatki zaposlenim","4450375 4600412 4593260 103,2 99,8",""
"401","Prispevki delodajalcev za socialno varnost","714603 753671 742521 103,9 98,5",""
"402","Izdatki za blago in storitve","85463 94255 93587 109,5 99,3",""
"4526","Materialni stroški","685000 712500 710250 103,7 99,7",""
"402","Izdatki za blago in storitve","685000 712500 710250 103,7 99,7",""
"7847","Investicije in investicijsko vzdrževanje državnih organov","183646 183646 183646 100,0 100,0",""
"420","Nakup in gradnja osnovnih sredstev","183646 183646 183646 100,0 100,0",""
"6835","Izvedenska mnenja","6000 14754 14684 244,7 99,5",""
"402","Izdatki za blago in storitve","6000 14754 14684 244,7 99,5",""
"402","Izdatki za blago in storitve","225000 445003 445003 197,8 100,0",""
"9368","Stvarno premoženje - sredstva kupnine od prodaje državnega premoženja","0 1110 0 - 0,0",""
"420","Nakup in gradnja osnovnih sredstev","0 1110 0 - 0,0",""
"7742","Prevozna sredstva - sredstva odškodnine","0 2003 1986 - 99,2",""
"402","Izdatki za blago in storitve","0 2003 1986 - 99,2",""
"2523","Agencija RS za okolje","46512843 46688677 46263735 99,5 99,1",""
"03","ZUNANJA POLITIKA IN MEDNARODNA POMOČ","20864 8346 0 0,0 0,0",""
"0304","Predsedovanje EU","20864 8346 0 0,0 0,0",""
"03042501","Predsedovanje EU","20864 8346 0 0,0 0,0",""
"5814","Predsedovanje Evropski Uniji za področje ARSO","20864 8346 0 0,0 0,0",""
"400","Plače in drugi izdatki zaposlenim","8346 8346 0 0,0 0,0",""
"402","Izdatki za blago in storitve","12518 0 0 0,0 -",""
"15","VAROVANJE OKOLJA IN NARAVNE DEDIŠČINE","46222813 46412042 46008924 99,5 99,1",""
"1501","Okoljevarstvena politika in splošne administrativne zadeve","18288443 18842571 18677176 102,1 99,1",""
"15012501","Regulatorni okvir, splošna administracija in oblikovanje politike","18288443 18842571 18677176 102,1 99,1",""
"4255","Plače","12253717 12918902 12901672 105,3 99,9",""
"400","Plače in drugi izdatki zaposlenim","10326641 10924042 10912104 105,7 99,9",""
"401","Prispevki delodajalcev za socialno varnost","1726949 1766622 1761330 102,0 99,7",""
"402","Izdatki za blago in storitve","200127 228238 228238 114,1 100,0",""
"4254","Materialni stroški","2367966 2665650 2598788 109,8 97,5",""
"402","Izdatki za blago in storitve","2367966 2665650 2598788 109,8 97,5",""
"4253","Investicije in investicijsko vzdrževanje državnih organov","845449 835538 835538 98,8 100,0",""
"402","Izdatki za blago in storitve","0 4801 4801 - 100,0",""
"420","Nakup in gradnja osnovnih sredstev","845449 830737 830737 98,3 100,0",""
"2413","Članstvo v mednarodnih organizacijah","1145755 1082016 1081644 94,4 100,0",""
"402","Izdatki za blago in storitve","1145755 1082016 1081644 94,4 100,0",""
"2518","Informacijski sistem varstva okolja","1070977 982187 981802 91,7 100,0",""
"402","Izdatki za blago in storitve","453934 339999 339615 74,8 99,9",""
"420","Nakup in gradnja osnovnih sredstev","617043 642187 642187 104,1 100,0",""
"8205","Razvoj mreže EMERALD - tuja donacija","0 1922 0 - 0,0",""
"402","Izdatki za blago in storitve","0 1922 0 - 0,0",""
"9336","Sofinanciranje konference BTG - donacija","0 190000 186655 - 98,2",""
"402","Izdatki za blago in storitve","0 190000 186655 - 98,2",""
"7969","Nepremičnine - sredstva kupnine od prodaje državnega premoženja","500000 54735 16738 3,4 30,6",""
"402","Izdatki za blago in storitve","0 16598 0 - 0,0",""
"420","Nakup in gradnja osnovnih sredstev","500000 38137 16738 3,4 43,9",""
"8960","Prevozna sredstva - sredstva od prodaje državnega premoženja","1200 860 0 0,0 0,0",""
"420","Nakup in gradnja osnovnih sredstev","1200 860 0 0,0 0,0",""
"3941","Osnovna sredstva - sredstva odškodnine","0 2087 0 - 0,0",""
"402","Izdatki za blago in storitve","0 366 0 - 0,0",""
"420","Nakup in gradnja osnovnih sredstev","0 1721 0 - 0,0",""
"402","Izdatki za blago in storitve","1500 2976 1751 116,7 58,8",""
"8999","Sodni postopki - sredstva odškodnine","1000 292 0 0,0 0,0",""
"402","Izdatki za blago in storitve","1000 292 0 0,0 0,0",""
"9316","Stvarno premoženje - sredstva najemnine","0 4529 4529 - 100,0",""
"420","Nakup in gradnja osnovnih sredstev","0 4529 4529 - 100,0",""
"9331","Tehnična pomoč KS - 07-13 - EU","85747 85747 57850 67,5 67,5",""
"400","Plače in drugi izdatki zaposlenim","85747 28809 14135 16,5 49,1",""
"401","Prispevki delodajalcev za socialno varnost","0 3896 2298 - 59,0",""
"402","Izdatki za blago in storitve","0 16268 6649 - 40,9",""
"420","Nakup in gradnja osnovnih sredstev","0 36774 34768 - 94,5",""
"9332","Tehnična pomoč KS - 07-13 - slovenska udeležba","15132 15132 10209 67,5 67,5",""
"400","Plače in drugi izdatki zaposlenim","15132 2753 2495 16,5 90,6",""
"401","Prispevki delodajalcev za socialno varnost","0 745 406 - 54,5",""
"402","Izdatki za blago in storitve","0 3767 1173 - 31,1",""
"420","Nakup in gradnja osnovnih sredstev","0 7867 6136 - 78,0",""
"1502","Zmanjševanje onesnaženja, kontrola in nadzor","491473 455758 448144 91,2 98,3",""
"15022501","Izboljšanje stanja okolja","491473 455758 448144 91,2 98,3",""
"402","Izdatki za blago in storitve","82507 82507 82507 100,0 100,0",""
"2466","Presoje vplivov na okolje","8471 8064 909 10,7 11,3",""
"402","Izdatki za blago in storitve","8471 8064 909 10,7 11,3",""
"2337","Ravnanje z odpadki","83459 83459 83001 99,5 99,5",""
"402","Izdatki za blago in storitve","83459 83459 83001 99,5 99,5",""
"3548","Študije in raziskovanje - varstvo okolja in podpora izvajanju predpisov","317036 281729 281727 88,9 100,0",""
"402","Izdatki za blago in storitve","317036 281729 281727 88,9 100,0",""
"1504","Upravljanje in nadzor vodnih virov","24068563 23691638 23683714 98,4 100,0",""
"15042501","Načrtovanje, varstvo in urejanje voda","24068563 23691638 23683714 98,4 100,0",""
"2505","Dolgoročna strategija vodooskrbe RS","156571 130165 130165 83,1 100,0",""
"402","Izdatki za blago in storitve","14000 0 0 0,0 -",""
"413","Drugi tekoči domači transferi","142571 130165 130165 91,3 100,0",""
"3536","Strokovne obveznosti po mednarodnih konvencijah","170281 166300 166299 97,7 100,0",""
"402","Izdatki za blago in storitve","42000 49461 49460 117,8 100,0",""
"413","Drugi tekoči domači transferi","128281 116839 116839 91,1 100,0",""
"2422","Strokovne podlage za vodnogospodarsko in prostorsko dokumentacijo","96891 73391 65958 68,1 89,9",""
"402","Izdatki za blago in storitve","96891 73391 65958 68,1 89,9",""
"2507","Upravna in razvojna dokumentacija","120480 120479 119991 99,6 99,6",""
"402","Izdatki za blago in storitve","77110 15481 14993 19,4 96,9",""
"413","Drugi tekoči domači transferi","43370 104998 104998 242,1 100,0",""
"2402","Varstvo obalnega morja","566591 526925 526925 93,0 100,0",""
"402","Izdatki za blago in storitve","508923 510770 510770 100,4 100,0",""
"420","Nakup in gradnja osnovnih sredstev","57668 16155 16155 28,0 100,0",""
"3539","Vodna zemljišča","174819 153718 153716 87,9 100,0",""
"402","Izdatki za blago in storitve","135819 64088 64087 47,2 100,0",""
"420","Nakup in gradnja osnovnih sredstev","39000 89629 89629 229,8 100,0",""
"3538","Vodnogospodarska javna služba","22611881 22349610 22349610 98,8 100,0",""
"402","Izdatki za blago in storitve","18648605 13612549 13612549 73,0 100,0",""
"420","Nakup in gradnja osnovnih sredstev","3963276 8737061 8737061 220,5 100,0",""
"3527","Vzdrževanje vodnogospodarskih objektov v območju avtocest","171049 171049 171049 100,0 100,0",""
"402","Izdatki za blago in storitve","171049 171049 171049 100,0 100,0",""
"1505","Pomoč in podpora ohranjanju narave","",""
"15052501","Ohranjanje biotske raznovrstnosti in varstvo naravnih vrednot","595563 595563 595160 99,9 99,9",""
"2403","Akcije varstva narave in intervencije","12519 12503 12110 96,7 96,9",""
"402","Izdatki za blago in storitve","12519 12503 12110 96,7 96,9",""
"402","Izdatki za blago in storitve","237047 294359 294351 124,2 100,0",""
"431","Investicijski transferi pravnim in fizičnim osebam, ki niso proračunski uporabniki","96478 67866 67866 70,3 100,0",""
"2407","Odkup nepremičnin na zavarovanih območjih narave","12519 9219 9218 73,6 100,0",""
"420","Nakup in gradnja osnovnih sredstev","12519 9219 9218 73,6 100,0",""
"2405","Ukrepi za ohranjanje biotske raznovrstnosti in varstvo naravnih vrednot","237000 211616 211616 89,3 100,0",""
"402","Izdatki za blago in storitve","117000 182307 182307 155,8 100,0",""
"413","Drugi tekoči domači transferi","120000 29309 29309 24,4 100,0",""
"1506","Splošne okoljevarstvene storitve","2778771 2826512 2604730 93,7 92,2",""
"15062501","Informacijski sistem varstva okolja in narave","2778771 2826512 2604730 93,7 92,2",""
"7663","Center za upravljanje s sušo v JV Evropi","75000 68338 62938 83,9 92,1",""
"402","Izdatki za blago in storitve","75000 68338 62938 83,9 92,1",""
"2460","Hidrološki monitoring","124022 170022 168689 136,0 99,2",""
"402","Izdatki za blago in storitve","118013 125419 124214 105,3 99,0",""
"413","Drugi tekoči domači transferi","6009 44603 44475 740,1 99,7",""
"2459","Kakovost voda - monitoring","1295225 1361845 1361845 105,1 100,0",""
"402","Izdatki za blago in storitve","349355 410548 410548 117,5 100,0",""
"413","Drugi tekoči domači transferi","945870 951298 951297 100,6 100,0",""
"2458","Kakovost zraka - monitoring","218178 172178 171544 78,6 99,6",""
"402","Izdatki za blago in storitve","218178 172178 171544 78,6 99,6",""
"2462","Meteorološka zaščita letalskega prometa","176919 121350 116057 65,6 95,6",""
"402","Izdatki za blago in storitve","93033 49819 44880 48,2 90,1",""
"420","Nakup in gradnja osnovnih sredstev","83886 71531 71177 84,9 99,5",""
"2461","Meteorološki monitoring","253540 252540 249990 98,6 99,0",""
"402","Izdatki za blago in storitve","253540 252540 249990 98,6 99,0",""
"6124","Podnebne spremembe in prilagajanje","9730 3972 3968 40,8 99,9",""
"402","Izdatki za blago in storitve","9730 3972 3968 40,8 99,9",""
"2467","Poročilo o stanju okolja","94000 87000 86955 92,5 100,0",""
"402","Izdatki za blago in storitve","94000 87000 86955 92,5 100,0",""
"2463","Umerjanje meteoroloških in hidroloških instrumentov ter zagotavljanje kakovosti meritev","121543 132543 131699 108,4 99,4",""
"402","Izdatki za blago in storitve","121543 132543 131699 108,4 99,4",""
"8914","COST 719 - tuja donacija","5200 2667 1655 31,8 62,1",""
"402","Izdatki za blago in storitve","5200 2667 1655 31,8 62,1",""
"8155","COST 78 - TUJA DONACIJA","10000 23130 7204 72,0 31,1",""
"402","Izdatki za blago in storitve","10000 23130 7204 72,0 31,1",""
"7732","ESEAS RI - tuja donacija","0 3301 1757 - 53,2",""
"402","Izdatki za blago in storitve","0 1543 0 - 0,0",""
"420","Nakup in gradnja osnovnih sredstev","0 1757 1757 - 100,0",""
"7904","GHGI - tuja donacija","21869 30869 12298 56,2 39,8",""
"402","Izdatki za blago in storitve","15869 24988 9000 56,7 36,0",""
"420","Nakup in gradnja osnovnih sredstev","6000 5881 3298 55,0 56,1",""
"7765","Model MONERIS - tuja donacija","2031 2031 0 0,0 0,0",""
"402","Izdatki za blago in storitve","2031 2031 0 0,0 0,0",""
"8137","Slovensko - ameriški projekt; donacija","3732 3732 0 0,0 0,0",""
"402","Izdatki za blago in storitve","732 1732 0 0,0 0,0",""
"420","Nakup in gradnja osnovnih sredstev","3000 2000 0 0,0 0,0",""
"8168","WMO - USDA - tuja donacija","2087 1818 0 0,0 0,0",""
"402","Izdatki za blago in storitve","2087 1818 0 0,0 0,0",""
"156","Center za kakovostne meritve - umerjanje inštrumentov","4000 5240 2269 56,7 43,3",""
"402","Izdatki za blago in storitve","4000 4322 1351 33,8 31,3",""
"420","Nakup in gradnja osnovnih sredstev","0 918 918 - 100,0",""
"154","Hidrologija - pogodbe, podatki","12000 25870 21600 180,0 83,5",""
"402","Izdatki za blago in storitve","11000 14868 11635 105,8 78,3",""
"420","Nakup in gradnja osnovnih sredstev","1000 11003 9965 996,5 90,6",""
"153","Meteorologija - pogodbe, podatki","45902 90176 52094 113,5 57,8",""
"402","Izdatki za blago in storitve","43900 69808 38011 86,6 54,5",""
"420","Nakup in gradnja osnovnih sredstev","2002 20368 14083 703,4 69,1",""
"158","Posredovanje napovedi uporabnikom","150000 210372 118345 78,9 56,3",""
"402","Izdatki za blago in storitve","145000 159934 91825 63,3 57,4",""
"420","Nakup in gradnja osnovnih sredstev","5000 50438 26521 530,4 52,6",""
"152","Razne publikacije","835 502 419 50,2 83,6",""
"402","Izdatki za blago in storitve","835 502 419 50,2 83,6",""
"165","Seizmologija","6800 12281 8037 118,2 65,4",""
"402","Izdatki za blago in storitve","4717 7895 3651 77,4 46,2",""
"420","Nakup in gradnja osnovnih sredstev","2083 4386 4386 210,6 100,0",""
"157","Storitve številke 090 - Telekom","14800 17481 12942 87,5 74,0",""
"402","Izdatki za blago in storitve","14800 17481 12942 87,5 74,0",""
"155","Varstvo okolja - pogodbe, podatki","5000 27253 12424 248,5 45,6",""
"402","Izdatki za blago in storitve","5000 24633 10847 216,9 44,0",""
"420","Nakup in gradnja osnovnih sredstev","0 2620 1577 - 60,2",""
"9431","SSSV - Nadgradnja sistema za spremljanje i analiziranje stanja vodnega okolja v Sloveniji - 07-13 - slovenska udeležba","126358 0 0 0,0 -",""
"420","Nakup in gradnja osnovnih sredstev","126358 0 0 0,0 -",""
"16","PROSTORSKO PLANIRANJE IN STANOVANJSKO KOMUNALNA DEJAVNOST","269166 268290 254811 94,7 95,0",""
"1604","Gradbena regulativa in nadzor","269166 268290 254811 94,7 95,0",""
"16042501","Priprava regulative za potresno odporno gradnjo","269166 268290 254811 94,7 95,0",""
"2409","Geološki monitoring","153574 145002 145002 94,4 100,0",""
"402","Izdatki za blago in storitve","150 0 0 0,0 -",""
"413","Drugi tekoči domači transferi","153424 145002 145002 94,5 100,0",""
"402","Izdatki za blago in storitve","19225 27121 27121 141,1 100,0",""
"3531","Seizmološki monitoring","84367 82847 81209 96,3 98,0",""
"402","Izdatki za blago in storitve","49812 61785 60148 120,8 97,4",""
"420","Nakup in gradnja osnovnih sredstev","34555 21062 21061 61,0 100,0",""
"9356","Geološke karte - tuja donacija","0 582 380 - 65,3",""
"402","Izdatki za blago in storitve","0 582 380 - 65,3",""
"7613","INGV - MI - donacija","1500 2720 0 0,0 0,0",""
"402","Izdatki za blago in storitve","1500 2700 0 0,0 0,0",""
"420","Nakup in gradnja osnovnih sredstev","0 20 0 - 0,0",""
"7372","NATO SfP - tuja donacija","10500 10017 1099 10,5 11,0",""
"402","Izdatki za blago in storitve","8250 7231 1099 13,3 15,2",""
"420","Nakup in gradnja osnovnih sredstev","2250 2786 0 0,0 0,0",""
"25","MINISTRSTVO ZA OKOLJE IN PROSTOR","6775580 7778334 7494589 110,6 96,4",""
"2511","Ministrstvo za okolje in prostor","6775580 7778334 7494589 110,6 96,4",""
"15","VAROVANJE OKOLJA IN NARAVNE DEDIŠČINE","1775580 2778334 2494589 140,5 89,8",""
"1502","Zmanjševanje onesnaženja, kontrola in nadzor","1775580 2778334 2494589 140,5 89,8",""
"15022501","Izboljšanje stanja okolja","1775580 2778334 2494589 140,5 89,8",""
"6776","EKO SKLAD RS - Spodbujanje ukrepov OVE","1669170 1669170 1669170 100,0 100,0",""
"443","Povečanje namenskega premoženja v javnih skladih in drugih pravnih osebah javnega prava, ki imajo premoženje v svoji lasti","1669170 1669170 1669170 100,0 100,0",""
"7254","Dokapitalizacija Ekološko razvojnega sklada RS","106410 1109164 825419 775,7 74,4",""
"442","Poraba sredstev kupnin iz naslova privatizacije","106410 1109164 825419 775,7 74,4",""
"16","PROSTORSKO PLANIRANJE IN STANOVANJSKO KOMUNALNA DEJAVNOST","5000000 5000000 5000000 100,0 100,0",""
"1605","Spodbujanje stanovanjske gradnje","",""
"16052501","Spodbujanje stanovanjske gradnje","5000000 5000000 5000000 100,0 100,0",""
"6439","Stanovanjski sklad RS","5000000 5000000 5000000 100,0 100,0",""
"443","Povečanje namenskega premoženja v javnih skladih in drugih pravnih osebah javnega prava, ki imajo premoženje v svoji lasti","5000000 5000000 5000000 100,0 100,0",""
"26","MINISTRSTVO ZA DELO, DRUŽINO IN SOCIALNE ZADEVE","1297662343 1315789519 1246411804 96,1 94,7",""
"2611","Ministrstvo za delo, družino in socialne zadeve","1293349826 1311429539 1242155880 96,0 94,7",""
"03","ZUNANJA POLITIKA IN MEDNARODNA POMOČ","339713 1229477 1077757 317,3 87,7",""
"0304","Predsedovanje EU","",""
"03042601","Predsedovanje EU","339713 1229477 1077757 317,3 87,7",""
"5551","Sredstva za predsedovanje EU","339713 379713 335621 98,8 88,4",""
"400","Plače in drugi izdatki zaposlenim","111306 107853 107846 96,9 100,0",""
"401","Prispevki delodajalcev za socialno varnost","12150 17085 17062 140,4 99,9",""
"402","Izdatki za blago in storitve","216257 254775 210712 97,4 82,7",""
"9083","Sredstva EK - donacija","0 849764 742136 - 87,3",""
"402","Izdatki za blago in storitve","0 849764 742136 - 87,3",""
"10","TRG DELA IN DELOVNI POGOJI","242711637 240101420 180285022 74,3 75,1",""
"1001","Urejanje in nadzor sistema zaposlovanja in brezposelnosti","35677621 35177750 31942055 89,5 90,8",""
"10012601","Urejanje in nadzor sistema zaposlovanja in brezposelnosti","4809407 4233636 1262238 26,3 29,8",""
"7869","Spremljanje, nadzor in evalvacija programov na področju trga dela","104553 29942 3319 3,2 11,1",""
"402","Izdatki za blago in storitve","104553 29942 3319 3,2 11,1",""
"4090","Vzpostavitev informacijskega sistema za ESS","235000 1102 1102 0,5 100,0",""
"402","Izdatki za blago in storitve","77550 1102 1102 1,4 100,0",""
"420","Nakup in gradnja osnovnih sredstev","157450 0 0 0,0 -",""
"1402","Lastna udeležba PHARE - EU programi","62593 37593 17821 28,5 47,4",""
"402","Izdatki za blago in storitve","62593 37593 17821 28,5 47,4",""
"9302","ESS - sredstva Tehnične pomoči za ukrep 4.2.","245273 245273 235756 96,1 96,1",""
"400","Plače in drugi izdatki zaposlenim","92721 52405 52400 56,5 100,0",""
"401","Prispevki delodajalcev za socialno varnost","13695 7989 7986 58,3 100,0",""
"402","Izdatki za blago in storitve","98730 119651 111689 113,1 93,4",""
"420","Nakup in gradnja osnovnih sredstev","40127 65228 63680 158,7 97,6",""
"9402","Lastna udeležba - Ukrep 4.2. Tehnična pomoč ESS","81757 81757 78587 96,1 96,1",""
"400","Plače in drugi izdatki zaposlenim","30907 17470 17468 56,5 100,0",""
"401","Prispevki delodajalcev za socialno varnost","4565 2663 2662 58,3 100,0",""
"402","Izdatki za blago in storitve","32909 39884 37230 113,1 93,4",""
"420","Nakup in gradnja osnovnih sredstev","13376 21741 21227 158,7 97,6",""
"7580","Tehnična pomoč ESS - 07-13 - EU","1258197 1052274 786807 62,5 74,8",""
"400","Plače in drugi izdatki zaposlenim","937947 558314 475547 50,7 85,2",""
"401","Prispevki delodajalcev za socialno varnost","147869 97593 72673 49,2 74,5",""
"402","Izdatki za blago in storitve","172380 127296 58494 33,9 46,0",""
"413","Drugi tekoči domači transferi","0 269071 180092 - 66,9",""
"7581","Tehnična pomoč ESS - 07-13 - slovenska udeležba","222035 185695 138847 62,5 74,8",""
"400","Plače in drugi izdatki zaposlenim","165520 98526 83919 50,7 85,2",""
"401","Prispevki delodajalcev za socialno varnost","26095 17222 12824 49,1 74,5",""
"402","Izdatki za blago in storitve","30420 22465 10323 33,9 46,0",""
"413","Drugi tekoči domači transferi","0 47483 31781 - 66,9",""
"9268","PROGRESS - delo - 07-13 - EU","2080000 2080000 0 0,0 0,0",""
"402","Izdatki za blago in storitve","2080000 2080000 0 0,0 0,0",""
"9284","PROGRESS - delo - 07-13 - slovenska udeležba","520000 520000 0 0,0 0,0",""
"402","Izdatki za blago in storitve","520000 520000 0 0,0 0,0",""
"10012603","Varnost in zdravje pri delu","333721 186821 154602 46,3 82,8",""
"402","Izdatki za blago in storitve","23295 23295 15086 64,8 64,8",""
"3675","Evropski teden varnosti in zdravja pri delu ter tekmovanje za dobro prakso","65864 65864 52373 79,5 79,5",""
"402","Izdatki za blago in storitve","65864 65864 52373 79,5 79,5",""
"4326","Informacijski sistem na področju varnosti in zdravja pri delu","65034 61164 60867 93,6 99,5",""
"402","Izdatki za blago in storitve","47508 4365 4365 9,2 100,0",""
"420","Nakup in gradnja osnovnih sredstev","17526 56799 56502 322,4 99,5",""
"6215","Izdelava praktičnih smernic na podlagi predpisov","30000 12800 12800 42,7 100,0",""
"402","Izdatki za blago in storitve","30000 12800 12800 42,7 100,0",""
"402","Izdatki za blago in storitve","28000 13476 13476 48,1 100,0",""
"6505","Sodelovanje MDDSZ pri Nacionalnem programu za kemijsko varnost","83458 0 0 0,0 -",""
"402","Izdatki za blago in storitve","83458 0 0 0,0 -",""
"7963","Evropski teden varnosti in zdravja pri delu ter tekmovanje za dobro prakso","27847 0 0 0,0 -",""
"402","Izdatki za blago in storitve","27847 0 0 0,0 -",""
"9206","TF - Kemijska varnost III - Lastna udeležba","10223 10223 0 0,0 0,0",""
"402","Izdatki za blago in storitve","10223 10223 0 0,0 0,0",""
"10012604","Javne službe za zaposlovanje in brezposelne","30534493 30757293 30525215 100,0 99,3",""
"6196","Investicijsko vzdrževanje Zavoda RS za zaposlovanje","83459 0 0 0,0 -",""
"420","Nakup in gradnja osnovnih sredstev","83459 0 0 0,0 -",""
"4432","Dejavnost Zavoda RS za zaposlovanje","28590297 29241464 29241317 102,3 100,0",""
"413","Drugi tekoči domači transferi","28098571 28750301 28750301 102,3 100,0",""
"432","Investicijski transferi proračunskim uporabnikom","491726 491163 491017 99,9 100,0",""
"2607","Izvajanje zakona o jamstvenem in preživninskem skladu","968119 473951 469579 48,5 99,1",""
"413","Drugi tekoči domači transferi","968119 473951 469579 48,5 99,1",""
"402","Izdatki za blago in storitve","46141 46141 45991 99,7 99,7",""
"420","Nakup in gradnja osnovnih sredstev","208646 424105 424064 203,3 100,0",""
"3341","Premije KDPZ - Zavod RS za zaposlovanje","355256 344265 344265 96,9 100,0",""
"413","Drugi tekoči domači transferi","355256 344265 344265 96,9 100,0",""
"4327","Prodaja in zamenjava poslovnih prostorov","282575 227367 0 0,0 0,0",""
"420","Nakup in gradnja osnovnih sredstev","282575 227367 0 0,0 0,0",""
"1002","Varstvo brezposelnih","",""
"10022601","Prejemki in pravice brezposelnih","100042580 99989415 99679550 99,6 99,7",""
"4117","Jamstveni in preživninski sklad - pravice brezposelnih","2337000 10835 10835 0,5 100,0",""
"413","Drugi tekoči domači transferi","2337000 10835 10835 0,5 100,0",""
"1826","Transferi brezposelnim","97705580 99978580 99668715 102,0 99,7",""
"411","Transferi posameznikom in gospodinjstvom","84375736 85965122 85672879 101,5 99,7",""
"413","Drugi tekoči domači transferi","13329844 14013458 13995836 105,0 99,9",""
"1003","Aktivna politika zaposlovanja","106991436 104934254 48663417 45,5 46,4",""
"10032605","Povečanje zaposljivosti","57394673 60038508 30372627 52,9 50,6",""
"7023","Priprava brezposelnih na zaposlitev","2341495 3271495 2394174 102,3 73,2",""
"411","Transferi posameznikom in gospodinjstvom","750314 952871 648991 86,5 68,1",""
"412","Transferi neprofitnim organizacijam in ustanovam","1508181 2218624 1716954 113,8 77,4",""
"432","Investicijski transferi proračunskim uporabnikom","83000 100000 28229 34,0 28,2",""
"3551","Spodbude za zaposlitev brezposelnih oseb","20489127 21489127 17870896 87,2 83,2",""
"410","Subvencije","19465865 21091865 17863014 91,8 84,7",""
"412","Transferi neprofitnim organizacijam in ustanovam","1023262 397262 7882 0,8 2,0",""
"4282","Usposabljanje in izobraževanje za zaposlitev","12518778 10517077 5898406 47,1 56,1",""
"410","Subvencije","2253380 0 0 0,0 -",""
"411","Transferi posameznikom in gospodinjstvom","3660000 4618164 2308153 63,1 50,0",""
"412","Transferi neprofitnim organizacijam in ustanovam","6605398 5898913 3590253 54,4 60,9",""
"3559","ESS - sredstva EU za ukrep 2.1.","2030473 4179625 2710927 133,5 64,9",""
"411","Transferi posameznikom in gospodinjstvom","1212633 2092152 1554889 128,2 74,3",""
"412","Transferi neprofitnim organizacijam in ustanovam","817840 2087473 1156038 141,4 55,4",""
"3558","Lastna udeležba - Ukrep 2.1. ESS","676824 1393208 903643 133,5 64,9",""
"411","Transferi posameznikom in gospodinjstvom","404211 697384 518296 128,2 74,3",""
"412","Transferi neprofitnim organizacijam in ustanovam","272613 695824 385346 141,4 55,4",""
"9236","Reforma institucij ESS - 07-13 - EU","2422500 2422500 0 0,0 0,0",""
"402","Izdatki za blago in storitve","1695750 1682779 0 0,0 0,0",""
"412","Transferi neprofitnim organizacijam in ustanovam","726750 739721 0 0,0 0,0",""
"6849","Spodbujanje zaposljivosti ESS - 07-13 - EU","13948530 13948530 474470 3,4 3,4",""
"402","Izdatki za blago in storitve","510384 85000 0 0,0 0,0",""
"410","Subvencije","8848125 11060625 474470 5,4 4,3",""
"411","Transferi posameznikom in gospodinjstvom","2448000 1553405 0 0,0 0,0",""
"412","Transferi neprofitnim organizacijam in ustanovam","2142021 1249500 0 0,0 0,0",""
"9248","Reforma institucij ESS - 07-13 - slovenska udeležba","427500 427500 0 0,0 0,0",""
"402","Izdatki za blago in storitve","299250 296961 0 0,0 0,0",""
"412","Transferi neprofitnim organizacijam in ustanovam","128250 130539 0 0,0 0,0",""
"6998","Spodbujanje zaposljivosti ESS - 07-13 - slovenska udeležba","2439446 2289446 83730 3,4 3,7",""
"402","Izdatki za blago in storitve","90015 0 0 0,0 -",""
"410","Subvencije","1539375 1951875 83730 5,4 4,3",""
"411","Transferi posameznikom in gospodinjstvom","432000 180071 0 0,0 0,0",""
"412","Transferi neprofitnim organizacijam in ustanovam","378056 157500 0 0,0 0,0",""
"9285","PROGRESS - trg dela in zaposlovanje - 07-13 - slovenska udeležba","100000 100000 36381 36,4 36,4",""
"402","Izdatki za blago in storitve","100000 20000 19978 20,0 99,9",""
"412","Transferi neprofitnim organizacijam in ustanovam","0 80000 16403 - 20,5",""
"10032606","Zagotavljanje socialne vključenosti","19189807 18263647 7356595 38,3 40,3",""
"7025","Pospeševanje zaposlovanja invalidnih oseb","1340462 799397 796612 59,4 99,7",""
"402","Izdatki za blago in storitve","45000 28441 28441 63,2 100,0",""
"410","Subvencije","393337 0 0 0,0 -",""
"412","Transferi neprofitnim organizacijam in ustanovam","902125 770956 768171 85,2 99,6",""
"6216","Sklad RS za vzpodbujanje zaposlovanja invalidov","656635 656635 656635 100,0 100,0",""
