"A","Bilanca odhodkov","",""
"431","Investicijski transferi pravnim in fizičnim osebam, ki niso proračunski uporabniki","2600000 4364752 4364752 167,9 100,0",""
"432","Investicijski transferi proračunskim uporabnikom","2950000 550865 550865 18,7 100,0",""
"7483","Sanacija plazov srednjega in malega obsega","2086464 1489635 1127279 54,0 75,7",""
"402","Izdatki za blago in storitve","85000 85000 15794 18,6 18,6",""
"432","Investicijski transferi proračunskim uporabnikom","2001464 1404635 1111485 55,5 79,1",""
"7484","Sanacija plazov velikega obsega","5783137 5058688 4958540 85,7 98,0",""
"402","Izdatki za blago in storitve","1137388 362128 286391 25,2 79,1",""
"420","Nakup in gradnja osnovnih sredstev","4645748 4696559 4672149 100,6 99,5",""
"432","Investicijski transferi proračunskim uporabnikom","1 1 0 0,0 0,0",""
"9397","Posočje - sredstva vnovčenih bančnih garancij","0 2389 2389 - 100,0",""
"402","Izdatki za blago in storitve","0 2389 2389 - 100,0",""
"2512","Geodetska uprava RS","19888082 21209629 20899363 105,1 98,5",""
"16","PROSTORSKO PLANIRANJE IN STANOVANJSKO KOMUNALNA DEJAVNOST","19888082 21209629 20899363 105,1 98,5",""
"1602","Prostorsko in podeželsko planiranje in administracija","19888082 21209629 20899363 105,1 98,5",""
"16022503","Urejanje in nadzor na področju geodetskih evidenc","19888082 21209629 20899363 105,1 98,5",""
"3029","Plače","13376963 14169097 14137920 105,7 99,8",""
"400","Plače in drugi izdatki zaposlenim","11607983 12178533 12151680 104,7 99,8",""
"401","Prispevki delodajalcev za socialno varnost","1768980 1990563 1986240 112,3 99,8",""
"3353","Materialni stroški","3057853 3006622 3004407 98,3 99,9",""
"402","Izdatki za blago in storitve","3057853 3006622 3004407 98,3 99,9",""
"7811","Investicije in investicijsko vzdrževanje državnih organov","206106 161390 161390 78,3 100,0",""
"420","Nakup in gradnja osnovnih sredstev","206106 161390 161390 78,3 100,0",""
"9228","NOR FM - Implementacija ESRS","493366 334090 162261 32,9 48,6",""
"402","Izdatki za blago in storitve","387777 163806 162246 41,8 99,1",""
"420","Nakup in gradnja osnovnih sredstev","105589 170284 15 0,0 0,0",""
"9229","NOR FM - Implementacija ESRS - slovenska udeležba","577700 243610 243610 42,2 100,0",""
"402","Izdatki za blago in storitve","287228 158853 158853 55,3 100,0",""
"420","Nakup in gradnja osnovnih sredstev","290472 84757 84757 29,2 100,0",""
"3125","Evidentiranje nepremičnin","766000 668775 668775 87,3 100,0",""
"402","Izdatki za blago in storitve","716000 614665 614665 85,9 100,0",""
"420","Nakup in gradnja osnovnih sredstev","50000 54110 54110 108,2 100,0",""
"3090","Geodezija, topografija in kartografija","251490 584833 584652 232,5 100,0",""
"402","Izdatki za blago in storitve","251490 563179 562998 223,9 100,0",""
"420","Nakup in gradnja osnovnih sredstev","0 21654 21654 - 100,0",""
"6260","Množično vrednotenje nepremičnin","616667 1437000 1433040 232,4 99,7",""
"402","Izdatki za blago in storitve","516667 726021 726021 140,5 100,0",""
"420","Nakup in gradnja osnovnih sredstev","100000 710979 707019 707,0 99,4",""
"402","Izdatki za blago in storitve","245357 264330 264330 107,7 100,0",""
"413","Drugi tekoči domači transferi","39643 39643 39643 100,0 100,0",""
"420","Nakup in gradnja osnovnih sredstev","65000 64800 64800 99,7 100,0",""
"7473","EGN - zemljepisna imena za Evropo - donacija","10494 9594 1401 13,4 14,6",""
"402","Izdatki za blago in storitve","10494 9594 1401 13,4 14,6",""
"7899","Osnovna sredstva - sredstva kupnine od prodaje državnega premoženja","2500 0 0 0,0 -",""
"420","Nakup in gradnja osnovnih sredstev","2500 0 0 0,0 -",""
"300","Glavni urad - geodetski podatki","100000 136626 106884 106,9 78,2",""
"402","Izdatki za blago in storitve","100000 136626 106884 106,9 78,2",""
"402","Izdatki za blago in storitve","2500 2265 0 0,0 0,0",""
"420","Nakup in gradnja osnovnih sredstev","0 1961 0 - 0,0",""
"7974","Projekt evidentiranja nepremičnin - sredstva odškodnine","73943 79144 26250 35,5 33,2",""
"402","Izdatki za blago in storitve","0 26250 26250 - 100,0",""
"420","Nakup in gradnja osnovnih sredstev","73943 52894 0 0,0 0,0",""
"7878","Poslovni prostori - sredstva najemnine","2500 5848 0 0,0 0,0",""
"402","Izdatki za blago in storitve","2500 5848 0 0,0 0,0",""
"2513","Uprava RS za jedrsko varnost","2653082 2973705 2907914 109,6 97,8",""
"15","VAROVANJE OKOLJA IN NARAVNE DEDIŠČINE","2653082 2973705 2907914 109,6 97,8",""
"1503","Upravljanje z radioaktivnimi odpadki","2653082 2973705 2907914 109,6 97,8",""
"15032501","Nadzor in kontrola sevanj","2653082 2973705 2907914 109,6 97,8",""
"3031","Plače","1634465 1835706 1802179 110,3 98,2",""
"400","Plače in drugi izdatki zaposlenim","1392654 1584166 1551163 111,4 97,9",""
"401","Prispevki delodajalcev za socialno varnost","241811 251540 251016 103,8 99,8",""
"3355","Materialni stroški","320000 345319 343961 107,5 99,6",""
"402","Izdatki za blago in storitve","320000 345319 343961 107,5 99,6",""
"7821","Investicije in investicijsko vzdrževanje državnih organov","32000 20267 20084 62,8 99,1",""
"420","Nakup in gradnja osnovnih sredstev","32000 20267 20084 62,8 99,1",""
"6186","CRP - Zagotavljanje podpore jedrski varnosti","112567 124867 124865 110,9 100,0",""
"413","Drugi tekoči domači transferi","112567 124867 124865 110,9 100,0",""
"5748","Članarine MAAE in USNRC","306000 328001 328000 107,2 100,0",""
"402","Izdatki za blago in storitve","306000 328001 328000 107,2 100,0",""
"5020","Jedrska varnost","119351 117943 110547 92,6 93,7",""
"402","Izdatki za blago in storitve","119351 117943 110547 92,6 93,7",""
"7818","Radiološka varnost","120965 126786 125660 103,9 99,1",""
"402","Izdatki za blago in storitve","120965 126786 125660 103,9 99,1",""
"7911","Projekt EURANOS FI6R - CT 2004 - tuja donacija","7734 6064 1362 17,6 22,5",""
"402","Izdatki za blago in storitve","7734 4716 1362 17,6 28,9",""
"420","Nakup in gradnja osnovnih sredstev","0 1349 0 - 0,0",""
"9392","Projekt tehnične pomoči IPA "" Europe Aid ""","0 65222 48023 - 73,6",""
"400","Plače in drugi izdatki zaposlenim","0 32803 32802 - 100,0",""
"401","Prispevki delodajalcev za socialno varnost","0 5288 5281 - 99,9",""
"402","Izdatki za blago in storitve","0 27131 9940 - 36,6",""
"7712","Stvarno premoženje - sredstva kupnine od prodaje državnega premoženja","0 3500 3232 - 92,4",""
"402","Izdatki za blago in storitve","0 3232 3232 - 100,0",""
"420","Nakup in gradnja osnovnih sredstev","0 268 0 - 0,0",""
"7906","Prevozna sredstva - sredstva odškodnine","0 30 0 - 0,0",""
"402","Izdatki za blago in storitve","0 30 0 - 0,0",""
"2522","Inšpektorat RS za okolje in prostor","6402226 6977685 6927928 108,2 99,3",""
"16","PROSTORSKO PLANIRANJE IN STANOVANJSKO KOMUNALNA DEJAVNOST","6402226 6977685 6927928 108,2 99,3",""
"1602","Prostorsko in podeželsko planiranje in administracija","6402226 6977685 6927928 108,2 99,3",""
"16022504","Nadzor nad prostorom, onesnaževanjem okolja in narave","6402226 6977685 6927928 108,2 99,3",""
"5981","Plače","5352995 5876573 5834459 109,0 99,3",""
"400","Plače in drugi izdatki zaposlenim","4600649 5050617 5024251 109,2 99,5",""
"401","Prispevki delodajalcev za socialno varnost","752346 825956 810208 107,7 98,1",""
"4526","Materialni stroški","673907 718880 717673 106,5 99,8",""
"402","Izdatki za blago in storitve","673907 718880 717673 106,5 99,8",""
"7847","Investicije in investicijsko vzdrževanje državnih organov","124324 124324 124324 100,0 100,0",""
"420","Nakup in gradnja osnovnih sredstev","124324 124324 124324 100,0 100,0",""
"6835","Izvedenska mnenja","16000 16830 16719 104,5 99,3",""
"402","Izdatki za blago in storitve","16000 16830 16719 104,5 99,3",""
"5001","Rušenje nedovoljeno zgrajenih objektov in okoljske izvršbe","235000 233929 233929 99,5 100,0",""
"402","Izdatki za blago in storitve","235000 233929 233929 99,5 100,0",""
"9368","Stvarno premoženje - sredstva kupnine od prodaje državnega premoženja","0 1110 0 - 0,0",""
"420","Nakup in gradnja osnovnih sredstev","0 1110 0 - 0,0",""
"402","Izdatki za blago in storitve","0 6039 824 - 13,6",""
"2523","Agencija RS za okolje","46692951 46214652 45284076 97,0 98,0",""
"15","VAROVANJE OKOLJA IN NARAVNE DEDIŠČINE","46456321 45979233 45067546 97,0 98,0",""
"1501","Okoljevarstvena politika in splošne administrativne zadeve","18925835 18932207 18716162 98,9 98,9",""
"15012501","Regulatorni okvir, splošna administracija in oblikovanje politike","18925835 18932207 18716162 98,9 98,9",""
"4255","Plače","13145622 13888225 13840043 105,3 99,7",""
"400","Plače in drugi izdatki zaposlenim","11306331 11961973 11918326 105,4 99,6",""
"401","Prispevki delodajalcev za socialno varnost","1839291 1926252 1921717 104,5 99,8",""
"4254","Materialni stroški","2422439 2316899 2282236 94,2 98,5",""
"402","Izdatki za blago in storitve","2422439 2316899 2282236 94,2 98,5",""
"4253","Investicije in investicijsko vzdrževanje državnih organov","990000 921267 914875 92,4 99,3",""
"420","Nakup in gradnja osnovnih sredstev","990000 921267 914875 92,4 99,3",""
"9555","Stvarno premoženje - sredstva od obremenitve s stavbno ali služnostno pravico","0 2866 0 - 0,0",""
"402","Izdatki za blago in storitve","0 2866 0 - 0,0",""
"2413","Članstvo v mednarodnih organizacijah","602755 565037 565037 93,7 100,0",""
"402","Izdatki za blago in storitve","602755 565037 565037 93,7 100,0",""
"2518","Informacijski sistem varstva okolja","1043621 997161 997147 95,6 100,0",""
"402","Izdatki za blago in storitve","413795 370544 370541 89,6 100,0",""
"420","Nakup in gradnja osnovnih sredstev","629826 626617 626606 99,5 100,0",""
"8205","Razvoj mreže EMERALD - tuja donacija","0 1922 0 - 0,0",""
"402","Izdatki za blago in storitve","0 1922 0 - 0,0",""
"9336","Sofinanciranje konference BTG - donacija","0 3345 0 - 0,0",""
"402","Izdatki za blago in storitve","0 3345 0 - 0,0",""
"7969","Nepremičnine - sredstva kupnine od prodaje državnega premoženja","537997 39568 0 0,0 0,0",""
"402","Izdatki za blago in storitve","37997 18169 0 0,0 0,0",""
"420","Nakup in gradnja osnovnih sredstev","500000 21399 0 0,0 0,0",""
"8960","Prevozna sredstva - sredstva od prodaje državnega premoženja","0 860 0 - 0,0",""
"420","Nakup in gradnja osnovnih sredstev","0 860 0 - 0,0",""
"3941","Osnovna sredstva - sredstva odškodnine","2000 4308 2221 111,1 51,6",""
"402","Izdatki za blago in storitve","2000 2587 2221 111,1 85,9",""
"420","Nakup in gradnja osnovnih sredstev","0 1721 0 - 0,0",""
"3940","Prevozna sredstva - sredstva odškodnine","1500 3253 2891 192,7 88,9",""
"402","Izdatki za blago in storitve","1500 3253 2891 192,7 88,9",""
"8999","Sodni postopki - sredstva odškodnine","1000 292 0 0,0 0,0",""
"402","Izdatki za blago in storitve","1000 292 0 0,0 0,0",""
"9316","Stvarno premoženje - sredstva najemnine","0 8302 8302 - 100,0",""
"420","Nakup in gradnja osnovnih sredstev","0 8302 8302 - 100,0",""
"9331","Tehnična pomoč KS - 07-13 - EU","152066 152066 87897 57,8 57,8",""
"400","Plače in drugi izdatki zaposlenim","94931 87403 67170 70,8 76,9",""
"401","Prispevki delodajalcev za socialno varnost","7135 10663 10516 147,4 98,6",""
"402","Izdatki za blago in storitve","20000 24000 9594 48,0 40,0",""
"420","Nakup in gradnja osnovnih sredstev","30000 30000 617 2,1 2,1",""
"9332","Tehnična pomoč KS - 07-13 - slovenska udeležba","26835 26835 15511 57,8 57,8",""
"400","Plače in drugi izdatki zaposlenim","12685 12762 11854 93,5 92,9",""
"401","Prispevki delodajalcev za socialno varnost","1150 1914 1856 161,4 97,0",""
"402","Izdatki za blago in storitve","6000 5873 1693 28,2 28,8",""
"420","Nakup in gradnja osnovnih sredstev","7000 6287 109 1,6 1,7",""
"1502","Zmanjševanje onesnaženja, kontrola in nadzor","412154 359013 355192 86,2 98,9",""
"15022501","Izboljšanje stanja okolja","412154 359013 355192 86,2 98,9",""
"2520","Naloge v zvezi s Konvencijo o klimatskih spremembah in kakovostjo zraka","63049 52985 52493 83,3 99,1",""
"402","Izdatki za blago in storitve","63049 52985 52493 83,3 99,1",""
"2466","Presoje vplivov na okolje","7746 746 0 0,0 0,0",""
"402","Izdatki za blago in storitve","7746 746 0 0,0 0,0",""
"2337","Ravnanje z odpadki","82459 75175 75169 91,2 100,0",""
"402","Izdatki za blago in storitve","82459 75175 75169 91,2 100,0",""
"3548","Študije in raziskovanje - varstvo okolja in podpora izvajanju predpisov","258900 230107 227530 87,9 98,9",""
"402","Izdatki za blago in storitve","258900 230107 227530 87,9 98,9",""
"1504","Upravljanje in nadzor vodnih virov","21942884 22060676 22059785 100,5 100,0",""
"15042501","Načrtovanje, varstvo in urejanje voda","21942884 22060676 22059785 100,5 100,0",""
"2505","Dolgoročna strategija vodooskrbe RS","154382 130068 130055 84,2 100,0",""
"402","Izdatki za blago in storitve","14000 0 0 0,0 -",""
"413","Drugi tekoči domači transferi","140382 130068 130055 92,6 100,0",""
"3536","Strokovne obveznosti po mednarodnih konvencijah","168311 146771 146771 87,2 100,0",""
"402","Izdatki za blago in storitve","42000 12851 12851 30,6 100,0",""
"413","Drugi tekoči domači transferi","126311 133919 133919 106,0 100,0",""
"2422","Strokovne podlage za vodnogospodarsko in prostorsko dokumentacijo","66891 64675 64675 96,7 100,0",""
"402","Izdatki za blago in storitve","66891 64675 64675 96,7 100,0",""
"2507","Upravna in razvojna dokumentacija","241423 232486 232313 96,2 99,9",""
"402","Izdatki za blago in storitve","203740 52485 52475 25,8 100,0",""
"413","Drugi tekoči domači transferi","37683 180001 179837 477,2 99,9",""
"402","Izdatki za blago in storitve","538488 566377 566377 105,2 100,0",""
"420","Nakup in gradnja osnovnih sredstev","59180 1 0 0,0 0,0",""
"3539","Vodna zemljišča","79180 60508 60162 76,0 99,4",""
"402","Izdatki za blago in storitve","47180 55972 55972 118,6 100,0",""
"420","Nakup in gradnja osnovnih sredstev","32000 4536 4190 13,1 92,4",""
"3538","Vodnogospodarska javna služba","20464029 20688791 20688433 101,1 100,0",""
"402","Izdatki za blago in storitve","6389221 13029027 13028682 203,9 100,0",""
"420","Nakup in gradnja osnovnih sredstev","14074808 7659764 7659751 54,4 100,0",""
"402","Izdatki za blago in storitve","171000 171000 171000 100,0 100,0",""
"1505","Pomoč in podpora ohranjanju narave","955704 1372733 1371986 143,6 100,0",""
"15052501","Ohranjanje biotske raznovrstnosti in varstvo naravnih vrednot","955704 1372733 1371986 143,6 100,0",""
"2403","Akcije varstva narave in intervencije","12519 9302 8982 71,8 96,6",""
"402","Izdatki za blago in storitve","12519 9302 8982 71,8 96,6",""
"3544","Nadomestila in odškodnine","599525 862268 862256 143,8 100,0",""
"402","Izdatki za blago in storitve","430000 803380 803369 186,8 100,0",""
"431","Investicijski transferi pravnim in fizičnim osebam, ki niso proračunski uporabniki","169525 58887 58887 34,7 100,0",""
"2407","Odkup nepremičnin na zavarovanih območjih narave","12519 1 0 0,0 0,0",""
"420","Nakup in gradnja osnovnih sredstev","12519 1 0 0,0 0,0",""
"2405","Ukrepi za ohranjanje biotske raznovrstnosti in varstvo naravnih vrednot","331141 501162 500747 151,2 99,9",""
"402","Izdatki za blago in storitve","255000 237916 237501 93,1 99,8",""
"413","Drugi tekoči domači transferi","76141 263247 263247 345,7 100,0",""
"1506","Splošne okoljevarstvene storitve","4219744 3254604 2564422 60,8 78,8",""
"15062501","Informacijski sistem varstva okolja in narave","4219744 3254604 2564422 60,8 78,8",""
"7663","Center za upravljanje s sušo v JV Evropi","154000 108706 107557 69,8 98,9",""
"402","Izdatki za blago in storitve","154000 108706 107557 69,8 98,9",""
"2460","Hidrološki monitoring","147934 139056 135428 91,6 97,4",""
"402","Izdatki za blago in storitve","78158 91768 88141 112,8 96,1",""
"413","Drugi tekoči domači transferi","69776 47288 47288 67,8 100,0",""
"2459","Kakovost voda - monitoring","1151440 1172318 1172281 101,8 100,0",""
"402","Izdatki za blago in storitve","47100 316015 315977 670,9 100,0",""
"413","Drugi tekoči domači transferi","1104340 856303 856303 77,5 100,0",""
"402","Izdatki za blago in storitve","184336 184336 183251 99,4 99,4",""
"402","Izdatki za blago in storitve","71138 61336 55592 78,2 90,6",""
"420","Nakup in gradnja osnovnih sredstev","180781 174583 170028 94,1 97,4",""
"2461","Meteorološki monitoring","272540 272540 270970 99,4 99,4",""
"402","Izdatki za blago in storitve","272540 272540 270970 99,4 99,4",""
"6124","Podnebne spremembe in prilagajanje","14000 15000 14516 103,7 96,8",""
"402","Izdatki za blago in storitve","14000 15000 14516 103,7 96,8",""
"402","Izdatki za blago in storitve","74000 64570 64570 87,3 100,0",""
"402","Izdatki za blago in storitve","163543 149543 148952 91,1 99,6",""
"8914","COST 719 - tuja donacija","4897 1011 44 0,9 4,4",""
"402","Izdatki za blago in storitve","4897 1011 44 0,9 4,4",""
"8155","COST 78 - TUJA DONACIJA","11002 15926 0 0,0 0,0",""
"402","Izdatki za blago in storitve","11002 15926 0 0,0 0,0",""
"7732","ESEAS RI - tuja donacija","0 1543 0 - 0,0",""
"402","Izdatki za blago in storitve","0 1543 0 - 0,0",""
"7904","GHGI - tuja donacija","6000 18571 0 0,0 0,0",""
"402","Izdatki za blago in storitve","0 15988 0 - 0,0",""
"420","Nakup in gradnja osnovnih sredstev","6000 2583 0 0,0 0,0",""
"9553","MACC projekt - tuja donacija","0 56082 530 - 0,9",""
"402","Izdatki za blago in storitve","0 3000 530 - 17,7",""
"420","Nakup in gradnja osnovnih sredstev","0 53082 0 - 0,0",""
"7765","Model MONERIS - tuja donacija","0 2031 0 - 0,0",""
"402","Izdatki za blago in storitve","0 2031 0 - 0,0",""
"8137","Slovensko - ameriški projekt; donacija","0 3732 0 - 0,0",""
"402","Izdatki za blago in storitve","0 1732 0 - 0,0",""
"420","Nakup in gradnja osnovnih sredstev","0 2000 0 - 0,0",""
"8168","WMO - USDA - tuja donacija","2000 1818 0 0,0 0,0",""
"402","Izdatki za blago in storitve","2000 1818 0 0,0 0,0",""
"156","Center za kakovostne meritve - umerjanje inštrumentov","6100 7900 4008 65,7 50,7",""
"402","Izdatki za blago in storitve","4500 6300 2408 53,5 38,2",""
"420","Nakup in gradnja osnovnih sredstev","1600 1600 1600 100,0 100,0",""
"154","Hidrologija - pogodbe, podatki","12856 19226 13268 103,2 69,0",""
"402","Izdatki za blago in storitve","11001 17372 11413 103,8 65,7",""
"420","Nakup in gradnja osnovnih sredstev","1855 1855 1855 100,0 100,0",""
"153","Meteorologija - pogodbe, podatki","57457 90182 58200 101,3 64,5",""
"402","Izdatki za blago in storitve","46095 71904 45442 98,6 63,2",""
"420","Nakup in gradnja osnovnih sredstev","11362 18278 12758 112,3 69,8",""
"158","Posredovanje napovedi uporabnikom","176793 217236 116702 66,0 53,7",""
"402","Izdatki za blago in storitve","155001 183350 82815 53,4 45,2",""
"420","Nakup in gradnja osnovnih sredstev","21792 33887 33887 155,5 100,0",""
"152","Razne publikacije","800 192 0 0,0 0,0",""
"402","Izdatki za blago in storitve","800 192 0 0,0 0,0",""
"165","Seizmologija","6302 23211 4041 64,1 17,4",""
"402","Izdatki za blago in storitve","3681 20590 1420 38,6 6,9",""
"420","Nakup in gradnja osnovnih sredstev","2621 2621 2621 100,0 100,0",""
"157","Storitve številke 090 - Telekom","15200 14167 10881 71,6 76,8",""
"402","Izdatki za blago in storitve","15200 14167 10881 71,6 76,8",""
"155","Varstvo okolja - pogodbe, podatki","8847 50592 33603 379,8 66,4",""
"402","Izdatki za blago in storitve","5000 25218 8521 170,4 33,8",""
"420","Nakup in gradnja osnovnih sredstev","3847 25373 25082 652,0 98,9",""
"9537","SSSV - Nadgradnja sistema za spremljanje in analiziranje stanja vodnega okolja v RS - 07-13 - EU","1280265 389194 0 0,0 0,0",""
"420","Nakup in gradnja osnovnih sredstev","1280265 389194 0 0,0 0,0",""
"9431","SSSV - Nadgradnja sistema za spremljanje i analiziranje stanja vodnega okolja v Sloveniji - 07-13 - slovenska udeležba","217513 0 0 0,0 -",""
"420","Nakup in gradnja osnovnih sredstev","217513 0 0 0,0 -",""
"16","PROSTORSKO PLANIRANJE IN STANOVANJSKO KOMUNALNA DEJAVNOST","236630 235419 216530 91,5 92,0",""
"1604","Gradbena regulativa in nadzor","236630 235419 216530 91,5 92,0",""
"16042501","Priprava regulative za potresno odporno gradnjo","236630 235419 216530 91,5 92,0",""
"2409","Geološki monitoring","145001 145001 145001 100,0 100,0",""
"402","Izdatki za blago in storitve","150 0 0 0,0 -",""
"413","Drugi tekoči domači transferi","144851 145001 145001 100,1 100,0",""
"3530","Potresno inženirstvo","12768 12768 12768 100,0 100,0",""
"402","Izdatki za blago in storitve","12768 12768 12768 100,0 100,0",""
"3531","Seizmološki monitoring","63861 58861 57096 89,4 97,0",""
"402","Izdatki za blago in storitve","32606 47061 46322 142,1 98,4",""
"420","Nakup in gradnja osnovnih sredstev","31255 11800 10773 34,5 91,3",""
"9356","Geološke karte - tuja donacija","0 1151 0 - 0,0",""
"402","Izdatki za blago in storitve","0 1151 0 - 0,0",""
"7613","INGV - MI - donacija","3000 8720 620 20,7 7,1",""
"402","Izdatki za blago in storitve","3000 6109 529 17,6 8,7",""
"420","Nakup in gradnja osnovnih sredstev","0 2611 91 - 3,5",""
"7372","NATO SfP - tuja donacija","12000 8918 1045 8,7 11,7",""
"402","Izdatki za blago in storitve","10750 6132 1045 9,7 17,1",""
"420","Nakup in gradnja osnovnih sredstev","1250 2786 0 0,0 0,0",""
"25","MINISTRSTVO ZA OKOLJE IN PROSTOR","2100000 2727723 2516918 119,9 92,3",""
"2511","Ministrstvo za okolje in prostor","2100000 2727723 2516918 119,9 92,3",""
"15","VAROVANJE OKOLJA IN NARAVNE DEDIŠČINE","2100000 2727723 2516918 119,9 92,3",""
"1502","Zmanjševanje onesnaženja, kontrola in nadzor","2100000 2727723 2516918 119,9 92,3",""
"15022501","Izboljšanje stanja okolja","2100000 2727723 2516918 119,9 92,3",""
"6776","EKO SKLAD RS - Spodbujanje ukrepov OVE","2000000 2000000 2000000 100,0 100,0",""
"443","Povečanje namenskega premoženja v javnih skladih in drugih pravnih osebah javnega prava, ki imajo premoženje v svoji lasti","2000000 2000000 2000000 100,0 100,0",""
"7254","Dokapitalizacija Ekološko razvojnega sklada RS","100000 727723 516918 516,9 71,0",""
"442","Poraba sredstev kupnin iz naslova privatizacije","100000 727723 516918 516,9 71,0",""
"26","MINISTRSTVO ZA DELO, DRUŽINO IN SOCIALNE ZADEVE","1651577354 1654448065 1519644704 92,0 91,9",""
"2611","Ministrstvo za delo, družino in socialne zadeve","1647199889 1649956061 1515164961 92,0 91,8",""
"10","TRG DELA IN DELOVNI POGOJI","499290378 489769630 376965982 75,5 77,0",""
"1001","Urejanje in nadzor sistema zaposlovanja in brezposelnosti","",""
"10012601","Urejanje in nadzor sistema zaposlovanja in brezposelnosti","4733885 4731304 1882059 39,8 39,8",""
"7869","Spremljanje, nadzor in evalvacija programov na področju trga dela","107166 68018 33445 31,2 49,2",""
"402","Izdatki za blago in storitve","107166 68018 33445 31,2 49,2",""
"4090","Vzpostavitev informacijskega sistema za ESS","240875 187373 23441 9,7 12,5",""
"402","Izdatki za blago in storitve","79489 26000 23441 29,5 90,2",""
"420","Nakup in gradnja osnovnih sredstev","161386 161373 0 0,0 0,0",""
"1402","Lastna udeležba PHARE - EU programi","64158 104308 101151 157,7 97,0",""
"402","Izdatki za blago in storitve","7050 7297 7297 103,5 100,0",""
"412","Transferi neprofitnim organizacijam in ustanovam","57108 97011 93854 164,3 96,8",""
"400","Plače in drugi izdatki zaposlenim","927061 928760 898176 96,9 96,7",""
"401","Prispevki delodajalcev za socialno varnost","137280 142975 139489 101,6 97,6",""
"402","Izdatki za blago in storitve","115041 107646 59226 51,5 55,0",""
"413","Drugi tekoči domači transferi","369053 411484 368527 99,9 89,6",""
"7581","Tehnična pomoč ESS - 07-13 - slovenska udeležba","273252 280739 258605 94,6 92,1",""
"400","Plače in drugi izdatki zaposlenim","163597 163896 158503 96,9 96,7",""
"401","Prispevki delodajalcev za socialno varnost","24226 25232 24616 101,6 97,6",""
"402","Izdatki za blago in storitve","20301 18997 10452 51,5 55,0",""
"413","Drugi tekoči domači transferi","65127 72615 65034 99,9 89,6",""
"9268","PROGRESS - delo - 07-13 - EU","2000000 2000000 0 0,0 0,0",""
"402","Izdatki za blago in storitve","2000000 2000000 0 0,0 0,0",""
"9284","PROGRESS - delo - 07-13 - slovenska udeležba","500000 500000 0 0,0 0,0",""
"402","Izdatki za blago in storitve","500000 500000 0 0,0 0,0",""
"10012603","Varnost in zdravje pri delu","298423 284623 52832 17,7 18,6",""
"402","Izdatki za blago in storitve","17674 17674 512 2,9 2,9",""
"7666","Certifikatni sistem varnosti in zdravja pri delu","19600 11800 0 0,0 0,0",""
"402","Izdatki za blago in storitve","19600 11800 0 0,0 0,0",""
"3675","Evropski teden varnosti in zdravja pri delu ter tekmovanje za dobro prakso","61978 61978 4002 6,5 6,5",""
"402","Izdatki za blago in storitve","61978 61978 4002 6,5 6,5",""
"4326","Informacijski sistem na področju varnosti in zdravja pri delu","52548 46548 18564 35,3 39,9",""
"402","Izdatki za blago in storitve","22271 16271 6180 27,8 38,0",""
"420","Nakup in gradnja osnovnih sredstev","30277 30277 12384 40,9 40,9",""
"6215","Izdelava praktičnih smernic, navodil in metodologij na področju varnosti in zdravja pri delu","24105 24105 0 0,0 0,0",""
"402","Izdatki za blago in storitve","24105 24105 0 0,0 0,0",""
"6208","Promocija varnosti in zdravja pri delu","49589 49589 20846 42,0 42,0",""
"402","Izdatki za blago in storitve","49589 49589 20846 42,0 42,0",""
"402","Izdatki za blago in storitve","62910 62910 8907 14,2 14,2",""
"9206","TF - Kemijska varnost III - Lastna udeležba","10019 10019 0 0,0 0,0",""
"402","Izdatki za blago in storitve","10019 10019 0 0,0 0,0",""
"10012604","Javne službe za zaposlovanje in brezposelne","31515705 32388988 32135418 102,0 99,2",""
"6196","Investicijsko vzdrževanje Zavoda RS za zaposlovanje","85545 0 0 0,0 -",""
"420","Nakup in gradnja osnovnih sredstev","85545 0 0 0,0 -",""
"4432","Dejavnost Zavoda RS za zaposlovanje","30166969 31042375 31042375 102,9 100,0",""
"413","Drugi tekoči domači transferi","29647128 30301656 30301656 102,2 100,0",""
"432","Investicijski transferi proračunskim uporabnikom","519841 740719 740719 142,5 100,0",""
"2607","Izvajanje zakona o jamstvenem in preživninskem skladu","356826 382521 356826 100,0 93,3",""
"413","Drugi tekoči domači transferi","356826 382521 356826 100,0 93,3",""
"4173","Koncesije na področju zaposlovanja","47295 47295 47274 100,0 100,0",""
"402","Izdatki za blago in storitve","47295 47295 47274 100,0 100,0",""
"2456","Poslovni prostori Zavoda RS za zaposlovanje","213862 332407 331920 155,2 99,9",""
"420","Nakup in gradnja osnovnih sredstev","213862 332407 331920 155,2 99,9",""
"3341","Premije KDPZ - Zavod RS za zaposlovanje","355569 357023 357023 100,4 100,0",""
"413","Drugi tekoči domači transferi","355569 357023 357023 100,4 100,0",""
"420","Nakup in gradnja osnovnih sredstev","289639 227367 0 0,0 0,0",""
"1002","Varstvo brezposelnih","183113592 204143592 200159056 109,3 98,1",""
"10022601","Prejemki in pravice brezposelnih","183113592 204143592 200159056 109,3 98,1",""
"4117","Jamstveni in preživninski sklad - pravice brezposelnih","2337000 8267000 8267000 353,7 100,0",""
"413","Drugi tekoči domači transferi","2337000 8267000 8267000 353,7 100,0",""
"1826","Transferi brezposelnim","180776592 195876592 191892056 106,2 98,0",""
"411","Transferi posameznikom in gospodinjstvom","155850342 169234342 165473896 106,2 97,8",""
"413","Drugi tekoči domači transferi","24926250 26642250 26418160 106,0 99,2",""
